Report_ID,Report_Name,Department,Client_Region,Created_Date,Last_Refreshed_Date,Refresh_Frequency,Report_Status,Issues_Raised,Issues_Resolved,Avg_Resolution_Time_Hours,SLA_Status,Maintenance_Hours,Change_Requests,Report_Owner
47139,Sales Summary,Sales,USA,04-03-2024,01-04-2024,Weekly,Active,11,4,60.18,Breached,4.2,0,IT Support
47140,Finance P&L,HR,UAE,02-01-2023,25-04-2024,Monthly,Active,11,3,61.53,Breached,6.6,9,BI Team
47141,Procurement Spend,Operations,South Africa,10-03-2024,17-01-2024,Daily,Deprecated,2,9,18.59,Met,3.9,1,Finance Team
47142,Maintenance SLA,Sales,South Africa,21-05-2024,17-03-2024,Weekly,Active,8,9,38.79,Met,10.5,6,IT Support
47143,HR Attrition,Operations,India,08-12-2024,06-10-2024,Monthly,Active,14,11,6.85,Met,19.3,8,External Vendor
47144,Sales Summary,Sales,South Africa,22-09-2024,03-06-2024,Weekly,Deprecated,8,6,36.6,Met,4.5,2,External Vendor
47145,HR Attrition,Sales,India,10-08-2023,13-03-2024,Weekly,Deprecated,12,14,27.38,Met,15.8,9,BI Team
47146,Maintenance SLA,Operations,UK,24-05-2024,20-05-2024,Daily,Deprecated,5,3,20.13,Met,15.8,2,BI Team
47147,Maintenance SLA,HR,South Africa,28-11-2023,20-01-2024,Weekly,Under Maintenance,0,11,51.61,Met,12.4,4,External Vendor
47148,Finance P&L,Procurement,USA,16-06-2023,11-03-2024,Weekly,Active,12,7,51.32,Breached,15.3,4,IT Support
47149,HR Attrition,Procurement,USA,06-06-2024,18-07-2024,Daily,Under Maintenance,9,8,20.18,Breached,11.7,5,IT Support
47150,Maintenance SLA,Finance,UAE,29-11-2024,15-08-2024,Daily,Deprecated,4,0,37.46,Met,17.3,1,IT Support
47151,Procurement Spend,Finance,South Africa,14-09-2023,15-10-2024,Daily,Active,8,0,47.14,Met,12,3,IT Support
47152,Maintenance SLA,HR,India,10-07-2023,03-03-2024,Daily,Active,3,5,45.31,Breached,4.4,7,IT Support
47153,Maintenance SLA,Procurement,UK,08-12-2023,18-03-2024,Monthly,Under Maintenance,2,11,21.87,Met,11.9,9,Finance Team
47154,Procurement Spend,Finance,USA,11-01-2023,26-07-2024,Daily,Under Maintenance,6,12,70.8,Met,7.7,6,External Vendor
47155,Sales Summary,Procurement,UAE,15-04-2023,17-02-2024,Monthly,Under Maintenance,2,3,11.26,Breached,11.9,6,Finance Team
47156,Finance P&L,Procurement,India,16-07-2024,06-10-2024,Daily,Active,3,12,57.94,Met,12.5,8,IT Support
47157,Finance P&L,Procurement,USA,10-07-2024,07-06-2024,Daily,Deprecated,3,9,16.79,Met,13.1,3,External Vendor
47158,Inventory Aging,Finance,South Africa,16-04-2023,14-05-2024,Weekly,Active,1,14,53.45,Met,18.7,9,External Vendor
47159,Inventory Aging,Finance,UAE,08-05-2023,27-09-2024,Monthly,Active,1,12,23.36,Met,16.2,5,Finance Team
47160,Procurement Spend,HR,UAE,19-04-2024,13-09-2024,Daily,Active,1,0,57.77,Met,11.8,9,External Vendor
47161,Maintenance SLA,Sales,India,23-06-2024,08-03-2024,Monthly,Active,7,5,30.71,Breached,6.3,0,External Vendor
47162,HR Attrition,Finance,UAE,18-02-2023,09-01-2024,Monthly,Active,6,9,50.8,Met,19.7,3,BI Team
47163,Maintenance SLA,Operations,USA,16-05-2024,24-06-2024,Daily,Deprecated,14,8,12.45,Met,7.7,3,BI Team
47164,Maintenance SLA,Sales,India,16-10-2024,25-08-2024,Monthly,Under Maintenance,8,6,45.36,Met,15.9,1,BI Team
47165,HR Attrition,Procurement,USA,10-12-2023,09-08-2024,Monthly,Deprecated,13,7,68.66,Met,15.6,2,IT Support
47166,Sales Summary,HR,USA,07-09-2024,21-07-2024,Daily,Active,2,1,57.75,Breached,1.4,3,External Vendor
47167,Finance P&L,Operations,South Africa,06-04-2023,27-02-2024,Monthly,Active,9,2,23.13,Breached,15.8,1,IT Support
47168,Procurement Spend,IT,UAE,01-12-2024,10-11-2024,Monthly,Active,2,14,58.24,Met,5.6,0,External Vendor
47169,HR Attrition,Operations,South Africa,27-03-2024,01-08-2024,Daily,Active,7,6,44.01,Breached,6.4,1,IT Support
47170,Inventory Aging,Sales,UK,12-07-2024,15-03-2024,Weekly,Active,12,13,26.26,Met,5,6,IT Support
47171,Procurement Spend,HR,UK,16-06-2023,09-11-2024,Monthly,Under Maintenance,2,9,62.29,Breached,12.2,7,External Vendor
47172,Sales Summary,IT,South Africa,08-01-2024,07-03-2024,Weekly,Under Maintenance,13,7,55.48,Met,11.2,5,BI Team
47173,Procurement Spend,Sales,UK,09-09-2024,23-11-2024,Daily,Active,4,7,22.42,Met,11,9,Finance Team
47174,HR Attrition,IT,UK,27-09-2024,13-12-2024,Daily,Deprecated,4,8,5.82,Breached,2.2,5,External Vendor
47175,Sales Summary,Finance,South Africa,14-07-2024,20-06-2024,Weekly,Active,11,1,27.57,Breached,10.4,0,BI Team
47176,Maintenance SLA,IT,South Africa,28-05-2023,14-12-2024,Daily,Active,8,10,7.59,Met,2.4,5,BI Team
47177,Inventory Aging,Procurement,South Africa,28-08-2024,24-02-2024,Monthly,Active,5,4,32.59,Met,15.4,0,IT Support
47178,Inventory Aging,IT,UK,29-02-2024,04-12-2024,Monthly,Deprecated,7,2,44.3,Breached,8.2,1,Finance Team
47179,HR Attrition,HR,UAE,15-03-2024,03-10-2024,Monthly,Active,13,12,53.34,Met,17.6,1,External Vendor
47180,Sales Summary,Finance,USA,10-01-2023,24-12-2024,Weekly,Deprecated,13,9,25.62,Breached,16.6,9,External Vendor
47181,Inventory Aging,Procurement,USA,08-09-2024,11-04-2024,Monthly,Under Maintenance,5,2,15.27,Met,17.4,9,IT Support
47182,Sales Summary,Procurement,UAE,04-04-2024,29-12-2024,Daily,Active,6,10,44.15,Met,17.9,6,IT Support
47183,Procurement Spend,Finance,South Africa,05-06-2023,15-08-2024,Daily,Active,5,8,4.37,Met,17.4,7,Finance Team
47184,Finance P&L,HR,India,25-11-2023,15-06-2024,Daily,Active,0,4,33.46,Met,6.6,6,BI Team
47185,Finance P&L,Operations,India,26-01-2024,29-03-2024,Monthly,Active,4,10,55.08,Met,13.5,3,Finance Team
47186,Finance P&L,Sales,South Africa,28-05-2023,27-09-2024,Daily,Deprecated,6,14,41.37,Breached,3.8,1,External Vendor
47187,Inventory Aging,HR,USA,06-03-2023,07-03-2024,Daily,Active,3,1,64.77,Breached,12.6,6,Finance Team
47188,HR Attrition,IT,India,03-12-2023,04-06-2024,Daily,Active,4,2,24.81,Met,6.6,7,Finance Team
47189,Finance P&L,Operations,UAE,22-05-2024,21-07-2024,Weekly,Active,6,10,4.07,Met,12,5,BI Team
47190,Maintenance SLA,Operations,India,30-05-2023,10-09-2024,Daily,Active,14,1,45.62,Met,5.2,0,BI Team
47191,HR Attrition,IT,UAE,08-07-2023,27-11-2024,Daily,Active,5,9,47.98,Met,5.3,9,Finance Team
47192,Finance P&L,Operations,India,24-06-2024,08-06-2024,Daily,Under Maintenance,4,3,40.64,Met,2.9,9,External Vendor
47193,Procurement Spend,Sales,USA,07-08-2023,17-12-2024,Daily,Under Maintenance,0,12,12.55,Breached,15.2,4,External Vendor
47194,Finance P&L,Sales,South Africa,04-09-2023,05-08-2024,Daily,Active,2,3,36.33,Breached,16.3,1,BI Team
47195,HR Attrition,Sales,India,05-05-2024,09-11-2024,Daily,Active,9,5,5.76,Met,3.9,2,External Vendor
47196,Inventory Aging,Operations,India,27-08-2023,27-08-2024,Daily,Active,7,2,34.4,Met,5.3,1,Finance Team
47197,Maintenance SLA,Finance,South Africa,16-10-2024,27-03-2024,Daily,Deprecated,6,12,36.83,Met,4,7,Finance Team
47198,Procurement Spend,Sales,UAE,08-01-2023,11-08-2024,Daily,Active,5,5,47.19,Breached,5.3,3,External Vendor
47199,HR Attrition,Operations,India,03-09-2023,25-02-2024,Weekly,Deprecated,9,9,9.89,Met,15.1,3,Finance Team
47200,Sales Summary,HR,UK,22-10-2023,17-08-2024,Monthly,Active,10,14,49.71,Met,14.3,8,BI Team
47201,Finance P&L,Operations,UAE,19-10-2023,06-03-2024,Daily,Deprecated,0,6,48.13,Met,19.5,9,BI Team
47202,Procurement Spend,Sales,UAE,24-01-2023,25-08-2024,Daily,Active,9,11,27.45,Met,1.6,4,Finance Team
47203,Inventory Aging,Sales,UAE,25-01-2023,27-04-2024,Monthly,Active,0,6,15.12,Met,0.8,4,BI Team
47204,Sales Summary,Sales,UK,25-12-2024,28-02-2024,Weekly,Deprecated,0,12,19,Met,16.5,4,External Vendor
47205,Finance P&L,Finance,UK,19-11-2023,06-01-2024,Daily,Active,13,9,56.66,Met,4.6,5,IT Support
47206,Procurement Spend,Procurement,USA,10-12-2024,13-10-2024,Weekly,Active,1,2,12.69,Met,14.5,9,Finance Team
47207,Maintenance SLA,IT,USA,08-05-2024,01-06-2024,Daily,Deprecated,6,14,35.75,Met,5.4,4,External Vendor
47208,HR Attrition,IT,USA,21-07-2023,08-02-2024,Daily,Deprecated,2,3,37.13,Breached,3.6,7,IT Support
47209,Finance P&L,Finance,South Africa,27-04-2023,12-12-2024,Weekly,Active,3,2,2.23,Breached,14.6,8,IT Support
47210,Procurement Spend,HR,UK,15-11-2024,27-02-2024,Monthly,Active,3,2,22.26,Breached,3.2,9,BI Team
47211,Finance P&L,Sales,South Africa,03-03-2023,29-04-2024,Weekly,Active,9,9,27.1,Met,10.8,2,Finance Team
47212,Maintenance SLA,Procurement,South Africa,30-01-2023,12-08-2024,Daily,Active,4,11,40.24,Breached,3.6,9,IT Support
47213,Procurement Spend,HR,UK,12-09-2024,23-12-2024,Weekly,Active,3,3,59.91,Met,7.1,0,IT Support
47214,HR Attrition,Operations,UK,23-08-2024,21-10-2024,Daily,Deprecated,10,3,5.36,Met,10.1,7,Finance Team
47215,Finance P&L,IT,USA,12-12-2023,06-08-2024,Monthly,Active,6,0,68.99,Met,14.4,4,External Vendor
47216,Procurement Spend,Procurement,India,10-02-2024,12-09-2024,Daily,Active,0,11,51.99,Breached,4.5,0,Finance Team
47217,Sales Summary,Finance,South Africa,19-08-2024,23-01-2024,Daily,Active,4,7,62.4,Met,6.9,1,IT Support
47218,Inventory Aging,Sales,UK,09-08-2024,21-07-2024,Monthly,Deprecated,0,4,19.74,Met,4.1,1,Finance Team
47219,Maintenance SLA,Procurement,UK,24-12-2023,29-07-2024,Weekly,Active,12,1,52.02,Breached,19.3,4,IT Support
47220,Procurement Spend,HR,USA,03-04-2024,08-02-2024,Daily,Under Maintenance,9,4,19.15,Met,5.9,4,Finance Team
47221,Procurement Spend,Finance,USA,25-06-2023,27-05-2024,Daily,Active,6,9,60.56,Breached,1.2,0,External Vendor
47222,Procurement Spend,HR,South Africa,17-11-2024,16-06-2024,Weekly,Active,0,0,66.96,Met,19.3,9,IT Support
47223,Finance P&L,HR,India,01-09-2024,22-02-2024,Weekly,Under Maintenance,8,4,34.07,Met,3.9,7,BI Team
47224,Maintenance SLA,IT,India,27-04-2023,23-09-2024,Daily,Deprecated,0,6,17.23,Met,4.6,2,IT Support
47225,Inventory Aging,Sales,UAE,29-07-2023,29-02-2024,Daily,Under Maintenance,12,7,68.52,Met,1.5,0,Finance Team
47226,Maintenance SLA,Procurement,UAE,18-07-2024,20-09-2024,Monthly,Under Maintenance,9,5,48.08,Met,12.3,9,External Vendor
47227,Finance P&L,HR,USA,09-06-2024,01-09-2024,Monthly,Active,11,8,66.09,Met,0.9,4,Finance Team
47228,Procurement Spend,Finance,South Africa,02-04-2024,09-04-2024,Daily,Under Maintenance,10,13,51.55,Met,5.1,3,External Vendor
47229,Maintenance SLA,HR,UAE,03-12-2024,30-04-2024,Daily,Under Maintenance,14,10,42.51,Breached,5.5,2,IT Support
47230,Procurement Spend,HR,South Africa,25-03-2024,08-05-2024,Daily,Under Maintenance,12,12,55.21,Met,13.3,5,Finance Team
47231,Inventory Aging,Finance,India,24-10-2024,19-04-2024,Monthly,Deprecated,11,14,28.12,Breached,4,2,External Vendor
47232,Sales Summary,Operations,USA,25-07-2024,11-08-2024,Weekly,Active,8,14,61.2,Met,19.7,9,IT Support
47233,Finance P&L,HR,South Africa,19-05-2024,12-12-2024,Daily,Active,12,5,54.62,Met,8,7,IT Support
47234,Sales Summary,Finance,India,05-10-2024,13-03-2024,Daily,Deprecated,14,11,30.86,Met,12,1,External Vendor
47235,Maintenance SLA,Sales,India,16-10-2024,17-07-2024,Daily,Active,7,0,65,Met,18,2,External Vendor
47236,Procurement Spend,Procurement,South Africa,14-11-2024,25-08-2024,Monthly,Deprecated,9,13,47.97,Met,8.2,5,BI Team
47237,Procurement Spend,Finance,South Africa,28-09-2023,21-11-2024,Daily,Under Maintenance,5,10,36,Met,4.4,5,IT Support
47238,HR Attrition,Finance,UAE,07-09-2024,27-07-2024,Weekly,Active,13,6,65.19,Met,14.8,1,IT Support
47239,HR Attrition,Procurement,UAE,29-01-2023,23-10-2024,Daily,Under Maintenance,10,9,17.56,Met,8.9,1,External Vendor
47240,Sales Summary,Finance,UK,22-02-2023,27-10-2024,Weekly,Active,1,0,64.57,Met,9.9,8,Finance Team
47241,HR Attrition,Operations,India,26-01-2024,26-06-2024,Daily,Under Maintenance,1,13,68.59,Breached,11.6,2,BI Team
47242,Maintenance SLA,Sales,UK,22-12-2024,26-01-2024,Daily,Active,11,9,53.19,Met,7.7,4,External Vendor
47243,Inventory Aging,Operations,UAE,29-12-2024,13-03-2024,Daily,Deprecated,1,3,60.32,Met,4,3,External Vendor
47244,Maintenance SLA,HR,India,23-07-2024,05-04-2024,Weekly,Active,5,14,10.25,Met,2.7,1,External Vendor
47245,Sales Summary,IT,South Africa,12-09-2024,30-07-2024,Weekly,Active,4,3,53.42,Met,6.3,6,Finance Team
47246,Maintenance SLA,Sales,India,31-01-2024,27-09-2024,Weekly,Deprecated,2,2,63.9,Met,0.7,0,IT Support
47247,HR Attrition,HR,South Africa,06-07-2023,12-11-2024,Weekly,Active,13,13,49.18,Met,14.9,8,IT Support
47248,HR Attrition,Procurement,USA,27-03-2023,20-12-2024,Daily,Under Maintenance,10,3,16.36,Breached,16.9,0,BI Team
47249,Inventory Aging,Finance,South Africa,18-05-2024,26-07-2024,Daily,Active,12,8,4.59,Met,8.9,5,Finance Team
47250,Maintenance SLA,Finance,India,31-05-2023,28-10-2024,Monthly,Under Maintenance,8,12,45.27,Met,18.6,6,IT Support
47251,Inventory Aging,Sales,UAE,28-11-2024,05-07-2024,Daily,Active,1,8,66.85,Breached,1.2,9,IT Support
47252,Sales Summary,IT,South Africa,15-07-2023,28-06-2024,Monthly,Active,12,0,43.74,Breached,0.7,3,External Vendor
47253,Finance P&L,IT,UK,23-09-2024,28-12-2024,Daily,Active,0,0,55.97,Met,2.4,3,Finance Team
47254,Maintenance SLA,Finance,USA,23-10-2023,04-05-2024,Daily,Under Maintenance,5,0,53.07,Met,4.7,7,Finance Team
47255,Maintenance SLA,Finance,USA,06-11-2024,06-09-2024,Weekly,Deprecated,8,13,39.59,Met,11.8,1,IT Support
47256,Inventory Aging,HR,South Africa,16-05-2023,15-02-2024,Monthly,Under Maintenance,13,7,13.82,Breached,5.6,9,Finance Team
47257,HR Attrition,Operations,UK,31-08-2023,19-07-2024,Daily,Active,13,14,65.65,Breached,13.5,2,External Vendor
47258,Sales Summary,Finance,UK,07-04-2024,08-05-2024,Monthly,Active,4,9,29.33,Met,19,3,Finance Team
47259,Finance P&L,HR,India,17-07-2023,04-12-2024,Monthly,Active,8,7,3.51,Met,3.6,3,Finance Team
47260,Maintenance SLA,Operations,USA,29-09-2023,23-07-2024,Weekly,Under Maintenance,11,12,56.44,Met,13.8,4,External Vendor
47261,Sales Summary,Finance,South Africa,03-03-2024,23-09-2024,Monthly,Under Maintenance,5,6,1.7,Met,2.1,4,BI Team
47262,HR Attrition,Sales,UK,17-11-2024,29-10-2024,Monthly,Under Maintenance,6,14,67.19,Met,14.1,5,BI Team
47263,Finance P&L,Sales,South Africa,01-12-2024,04-01-2024,Weekly,Active,1,6,7.98,Breached,2.9,7,External Vendor
47264,Finance P&L,Sales,India,07-10-2023,22-10-2024,Monthly,Active,1,5,62.72,Met,14.2,8,External Vendor
47265,Inventory Aging,Procurement,South Africa,01-06-2024,05-10-2024,Daily,Active,11,0,19.85,Breached,12.3,0,Finance Team
47266,Procurement Spend,Sales,South Africa,13-08-2024,20-11-2024,Weekly,Active,7,6,31.59,Met,10.4,5,BI Team
47267,HR Attrition,Finance,UK,20-04-2023,14-08-2024,Daily,Active,14,6,26.38,Met,16.3,1,Finance Team
47268,Procurement Spend,Finance,UK,24-04-2023,08-12-2024,Daily,Active,9,12,29.73,Breached,7.4,2,Finance Team
47269,HR Attrition,IT,UK,05-09-2023,22-05-2024,Monthly,Active,2,9,64.69,Met,2.5,1,IT Support
47270,Sales Summary,Sales,UAE,18-08-2023,05-01-2024,Monthly,Active,5,7,18.43,Met,0.9,3,External Vendor
47271,Procurement Spend,IT,India,24-08-2024,06-01-2024,Daily,Active,11,5,67.41,Breached,12.3,5,IT Support
47272,Maintenance SLA,Sales,UK,02-06-2024,10-09-2024,Weekly,Deprecated,4,3,15.39,Met,18.2,4,Finance Team
47273,Maintenance SLA,HR,UAE,31-07-2024,14-01-2024,Daily,Deprecated,4,11,37.19,Met,17.8,7,Finance Team
47274,Maintenance SLA,Operations,India,20-09-2024,27-11-2024,Daily,Active,7,12,15.22,Met,11.1,3,External Vendor
47275,Finance P&L,Sales,India,02-03-2024,10-11-2024,Weekly,Active,11,1,43.08,Met,7.9,9,IT Support
47276,Inventory Aging,HR,USA,25-02-2023,07-11-2024,Daily,Under Maintenance,4,9,71.77,Met,17.9,7,BI Team
47277,HR Attrition,Finance,UK,09-08-2023,24-10-2024,Daily,Active,11,0,17.22,Met,18.4,1,External Vendor
47278,Inventory Aging,Sales,USA,01-07-2023,25-03-2024,Weekly,Active,14,2,34.14,Met,8.4,3,IT Support
47279,HR Attrition,HR,UAE,18-11-2024,30-12-2024,Daily,Under Maintenance,5,7,2.74,Met,16.7,4,Finance Team
47280,Maintenance SLA,HR,UAE,11-02-2023,29-08-2024,Monthly,Active,1,4,68.95,Met,11.4,1,IT Support
47281,Finance P&L,Operations,UAE,02-10-2023,09-01-2024,Weekly,Deprecated,3,12,28.68,Met,2.9,0,Finance Team
47282,Finance P&L,Finance,South Africa,15-09-2024,14-05-2024,Daily,Active,9,10,46.52,Met,12.1,6,Finance Team
47283,Finance P&L,Operations,India,22-06-2023,03-03-2024,Daily,Deprecated,9,10,10.01,Met,9.3,5,IT Support
47284,Finance P&L,Operations,South Africa,03-10-2023,17-05-2024,Daily,Under Maintenance,1,3,45.15,Breached,11.5,6,BI Team
47285,Finance P&L,IT,UK,18-02-2024,25-05-2024,Weekly,Active,14,9,33.86,Met,8.6,1,IT Support
47286,Maintenance SLA,IT,USA,04-04-2023,01-04-2024,Monthly,Active,14,7,23.49,Met,16.9,7,Finance Team
47287,Inventory Aging,Operations,South Africa,02-06-2024,15-09-2024,Daily,Under Maintenance,9,1,64.59,Met,5.2,7,IT Support
47288,Sales Summary,Finance,UAE,27-04-2024,05-12-2024,Daily,Under Maintenance,4,12,13.08,Met,6,9,IT Support
47289,Procurement Spend,Sales,USA,10-06-2024,20-06-2024,Daily,Under Maintenance,1,4,29.27,Breached,15.8,6,External Vendor
47290,Inventory Aging,Operations,UAE,13-09-2023,11-10-2024,Daily,Deprecated,1,10,43.03,Breached,14.9,2,External Vendor
47291,Maintenance SLA,Procurement,India,21-07-2023,07-06-2024,Daily,Under Maintenance,8,9,53.6,Breached,16.1,8,External Vendor
47292,Procurement Spend,Finance,UAE,07-10-2023,21-12-2024,Daily,Active,7,8,61.78,Breached,12,2,External Vendor
47293,Sales Summary,HR,UAE,26-03-2024,30-10-2024,Daily,Deprecated,6,6,68.75,Met,18.7,8,Finance Team
47294,HR Attrition,HR,India,02-05-2023,04-06-2024,Weekly,Active,1,14,41.84,Met,9.4,1,BI Team
47295,Sales Summary,Finance,UK,11-06-2024,26-02-2024,Weekly,Active,3,6,52.92,Met,10,0,BI Team
47296,Sales Summary,HR,UK,24-11-2024,07-08-2024,Monthly,Deprecated,14,5,51.92,Met,13.1,9,IT Support
47297,Maintenance SLA,Finance,South Africa,05-06-2023,16-09-2024,Daily,Active,6,0,26.81,Met,14,2,IT Support
47298,HR Attrition,Sales,India,06-08-2023,27-06-2024,Weekly,Active,0,13,15.35,Breached,2.6,7,IT Support
47299,Procurement Spend,IT,UK,31-03-2024,25-07-2024,Weekly,Active,13,14,64.57,Breached,17.4,5,External Vendor
47300,Finance P&L,IT,India,12-12-2023,30-11-2024,Daily,Active,10,11,68.44,Met,2.4,8,IT Support
47301,HR Attrition,Finance,USA,06-11-2024,07-07-2024,Weekly,Active,9,9,65.87,Met,6.1,6,IT Support
47302,HR Attrition,Sales,UK,04-07-2023,14-01-2024,Daily,Active,9,3,30.99,Met,4.1,5,IT Support
47303,Sales Summary,Finance,UAE,11-03-2024,16-11-2024,Monthly,Active,0,3,23.89,Breached,19.6,0,BI Team
47304,HR Attrition,Operations,South Africa,31-01-2023,26-02-2024,Daily,Deprecated,14,11,66.35,Met,3.4,4,External Vendor
47305,Inventory Aging,Procurement,UK,09-11-2024,16-11-2024,Daily,Active,9,5,51.04,Met,13.4,2,Finance Team
47306,Finance P&L,Sales,UK,07-05-2024,23-09-2024,Daily,Under Maintenance,7,9,30.66,Met,14.5,3,Finance Team
47307,Sales Summary,Procurement,USA,18-06-2024,30-04-2024,Daily,Active,10,2,59.7,Met,8.7,4,External Vendor
47308,Procurement Spend,HR,India,14-01-2024,14-12-2024,Weekly,Active,3,13,24.94,Met,4.4,3,External Vendor
47309,Procurement Spend,Sales,UAE,24-05-2023,01-01-2024,Daily,Active,3,1,32.27,Breached,2.3,4,BI Team
47310,Procurement Spend,HR,UAE,01-10-2024,20-08-2024,Daily,Active,0,9,64.39,Met,9.5,6,IT Support
47311,Procurement Spend,Operations,USA,30-12-2024,04-02-2024,Weekly,Active,2,11,20.66,Met,12.5,4,External Vendor
47312,Procurement Spend,IT,India,21-01-2023,10-08-2024,Monthly,Deprecated,1,1,64.22,Met,19,8,IT Support
47313,Sales Summary,Operations,South Africa,26-09-2023,11-04-2024,Daily,Under Maintenance,0,8,16.08,Met,13.6,3,Finance Team
47314,Inventory Aging,Sales,India,12-12-2023,12-10-2024,Daily,Under Maintenance,0,10,17.54,Met,0.5,2,BI Team
47315,Inventory Aging,Sales,UAE,14-03-2023,04-02-2024,Monthly,Deprecated,0,13,22.2,Breached,3.4,1,BI Team
47316,Procurement Spend,Procurement,South Africa,22-11-2023,05-11-2024,Daily,Active,5,10,61.21,Breached,17.6,2,IT Support
47317,Inventory Aging,HR,UAE,07-07-2023,23-02-2024,Daily,Under Maintenance,0,11,31.87,Breached,13.8,5,BI Team
47318,Finance P&L,Procurement,UK,17-06-2024,14-05-2024,Weekly,Deprecated,13,6,18.04,Met,9.3,4,Finance Team
47319,Inventory Aging,Sales,UAE,15-06-2024,15-08-2024,Daily,Active,5,5,31.06,Met,12.4,1,Finance Team
47320,HR Attrition,IT,USA,16-04-2024,12-06-2024,Weekly,Active,4,2,3.35,Breached,3.7,7,BI Team
47321,Procurement Spend,Procurement,UK,30-07-2023,10-06-2024,Daily,Deprecated,12,7,34.04,Met,13.9,9,BI Team
47322,HR Attrition,Sales,India,09-11-2024,15-07-2024,Monthly,Active,11,1,7.41,Met,1.4,6,External Vendor
47323,HR Attrition,Finance,UK,12-01-2023,28-12-2024,Daily,Deprecated,1,0,16.81,Met,15,9,BI Team
47324,Procurement Spend,HR,India,01-12-2024,28-09-2024,Weekly,Active,14,0,41.34,Breached,14.6,1,External Vendor
47325,Maintenance SLA,Operations,India,11-10-2023,10-01-2024,Weekly,Deprecated,9,7,61.58,Met,3.7,1,Finance Team
47326,Sales Summary,Operations,USA,23-04-2024,17-06-2024,Daily,Deprecated,7,14,50.21,Met,1.7,6,External Vendor
47327,Maintenance SLA,Procurement,South Africa,04-02-2024,19-02-2024,Daily,Deprecated,13,7,26,Met,14.2,9,IT Support
47328,Inventory Aging,IT,UAE,17-08-2023,30-10-2024,Weekly,Deprecated,0,13,5.13,Met,19.5,5,Finance Team
47329,Maintenance SLA,Operations,UK,17-11-2024,26-03-2024,Monthly,Active,11,3,61.71,Met,3.7,2,IT Support
47330,Finance P&L,Finance,USA,04-08-2024,24-08-2024,Weekly,Active,3,8,7.45,Met,18.5,0,Finance Team
47331,Maintenance SLA,Finance,USA,02-05-2023,21-11-2024,Daily,Active,2,13,27.09,Met,13.6,6,Finance Team
47332,Maintenance SLA,Procurement,UK,04-07-2023,24-04-2024,Weekly,Under Maintenance,7,5,69.63,Breached,8,8,External Vendor
47333,Sales Summary,Operations,South Africa,25-01-2023,31-05-2024,Daily,Deprecated,11,6,21.55,Met,10.5,2,External Vendor
47334,Finance P&L,Operations,UAE,08-11-2023,02-01-2024,Weekly,Under Maintenance,8,14,68.8,Breached,11.1,9,External Vendor
47335,Maintenance SLA,Sales,USA,05-09-2023,15-03-2024,Weekly,Deprecated,11,8,41.02,Met,0.8,1,IT Support
47336,Procurement Spend,Procurement,India,08-07-2023,08-03-2024,Daily,Under Maintenance,3,9,66.2,Breached,2.5,2,BI Team
47337,Inventory Aging,Sales,South Africa,11-02-2023,17-10-2024,Monthly,Active,4,12,9.9,Met,15.4,1,BI Team
47338,Maintenance SLA,Finance,UAE,14-06-2023,17-06-2024,Weekly,Active,1,5,38.55,Met,13.6,5,IT Support
47339,Sales Summary,IT,UK,24-10-2024,03-05-2024,Daily,Active,10,3,8.35,Met,9.9,4,IT Support
47340,Procurement Spend,Procurement,USA,26-01-2023,16-07-2024,Daily,Deprecated,1,12,63.32,Breached,3.6,4,External Vendor
47341,Sales Summary,IT,UAE,15-09-2023,16-04-2024,Monthly,Under Maintenance,1,11,71.76,Met,17.1,7,Finance Team
47342,HR Attrition,Sales,USA,09-03-2023,13-10-2024,Weekly,Under Maintenance,5,14,19.4,Met,11.2,7,BI Team
47343,Maintenance SLA,IT,UAE,20-08-2023,08-10-2024,Daily,Under Maintenance,9,12,70.18,Met,9.9,3,External Vendor
47344,Inventory Aging,Finance,India,16-04-2023,11-01-2024,Daily,Under Maintenance,0,13,35.16,Met,11,7,External Vendor
47345,Inventory Aging,IT,UAE,27-02-2024,14-11-2024,Daily,Deprecated,5,6,61.43,Breached,19.3,3,External Vendor
47346,Procurement Spend,Operations,India,23-10-2023,25-02-2024,Daily,Active,4,3,35.21,Met,11,9,Finance Team
47347,Procurement Spend,Procurement,UK,20-09-2024,31-01-2024,Weekly,Under Maintenance,12,3,40.5,Breached,8.6,7,IT Support
47348,Procurement Spend,Sales,South Africa,19-08-2023,30-12-2024,Monthly,Deprecated,9,4,38.83,Met,19.7,6,IT Support
47349,Inventory Aging,IT,UAE,24-02-2024,16-06-2024,Weekly,Active,5,6,29.31,Met,7.6,4,IT Support
47350,Maintenance SLA,IT,USA,07-10-2023,01-08-2024,Daily,Active,2,3,20.95,Breached,6.9,8,IT Support
47351,HR Attrition,HR,UK,25-05-2023,25-08-2024,Weekly,Active,13,3,19.39,Met,18.4,9,External Vendor
47352,Inventory Aging,IT,UAE,26-05-2024,03-01-2024,Monthly,Under Maintenance,14,8,53.17,Breached,8.6,9,External Vendor
47353,Procurement Spend,Operations,UK,31-01-2023,26-10-2024,Weekly,Active,12,7,65.81,Met,4.1,2,Finance Team
47354,Finance P&L,IT,UK,06-11-2024,11-12-2024,Daily,Active,9,1,39.71,Met,15,2,External Vendor
47355,Maintenance SLA,Sales,UK,12-04-2024,21-04-2024,Weekly,Active,1,2,16.93,Breached,5.7,3,IT Support
